%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 1600 Hz
%Board = OpenBCI_GUI$BoardGanglionWifi
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
68.0, 73.0346317963652, -17.93281918547616, 53.00933871427301, -3.601523435998653, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676315858E9, 0.0, 2021-09-30 13:31:07.631
69.0, 73.97147667769197, -17.291426382491977, 53.583413322191795, -7.1806074736421746, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676315892E9, 0.0, 2021-09-30 13:31:07.631
70.0, 73.96586682810317, -20.330094909749405, 53.60211282082108, -7.951026817168366, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676315925E9, 0.0, 2021-09-30 13:31:07.631
71.0, 72.3371404974932, -21.835404549406164, 53.39267843617318, -5.318137410166235, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.632983467631596E9, 0.0, 2021-09-30 13:31:07.631
72.0, 72.88129590760514, -20.47034114946898, 51.19174744750733, -3.5884337869581597, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676315994E9, 0.0, 2021-09-30 13:31:07.631
73.0, 74.72132657272594, -21.98126063871452, 47.34713052932808, -0.8003385413330341, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316051E9, 0.0, 2021-09-30 13:31:07.631
74.0, 76.55387743839505, -22.145816226652155, 49.34423698293482, 1.9129587097749856, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.632983467631609E9, 0.0, 2021-09-30 13:31:07.631
75.0, 79.6953932081135, -20.33570475933819, 50.89629536916477, 3.917544962833426, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316123E9, 0.0, 2021-09-30 13:31:07.631
76.0, 79.52709772045, -24.683338190644974, 53.312270592067286, -0.2412235323176668, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316159E9, 0.0, 2021-09-30 13:31:07.631
77.0, 73.20666718375455, -31.706869875801225, 59.701889273691066, -0.8508271876320805, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316192E9, 0.0, 2021-09-30 13:31:07.631
78.0, 71.2955784238425, -31.01311847665507, 67.05266218485966, -3.4818466447712835, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316226E9, 0.0, 2021-09-30 13:31:07.631
79.0, 72.45681728872057, -29.545207834256864, 73.5077291116859, -20.601237639873915, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.632983467631626E9, 0.0, 2021-09-30 13:31:07.631
80.0, 74.06684412070128, -29.249755755914293, 77.71511630327312, -31.437597095539644, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316297E9, 0.0, 2021-09-30 13:31:07.631
81.0, 76.11630917046998, -30.17538093806348, 80.535000696568, -23.415512183580027, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.632983467631633E9, 0.0, 2021-09-30 13:31:07.631
82.0, 77.69454685478091, -33.18787016723992, 82.7658508830407, -3.292981708615591, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316364E9, 0.0, 2021-09-30 13:31:07.631
83.0, 76.18175741567245, -37.105415130073354, 81.58965241925921, 11.459052760020636, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316397E9, 0.0, 2021-09-30 13:31:07.631
84.0, 74.41652474506874, -39.65228684338081, 77.80487389669365, 12.302400148201006, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316433E9, 0.0, 2021-09-30 13:31:07.631
85.0, 72.04168841915063, -39.75513408584183, 77.03071465344159, 15.316759327240378, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316464E9, 0.0, 2021-09-30 13:31:07.631
86.0, 68.51870287739493, -38.09274865769915, 77.25136873726706, 25.21814385144228, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316497E9, 0.0, 2021-09-30 13:31:07.631
87.0, 69.87815642774333, -33.86666196748266, 78.45374649912954, 51.148738600659996, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316533E9, 0.0, 2021-09-30 13:31:07.631
88.0, 74.58669018259516, -32.88119838971979, 78.67066068322914, 92.41479217574737, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.632983467631657E9, 0.0, 2021-09-30 13:31:07.631
89.0, 79.35319238319774, -29.055280970169818, 84.1458738818813, 140.3397372127201, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.63298346763166E9, 0.0, 2021-09-30 13:31:07.631
90.0, 82.49657810277911, -27.374196043397863, 87.89138345732539, 171.65017771758068, 0.01, 0.123, 1.031, 192.0, 0.0, 123.0, 0.0, 10.0, 251.0, 249.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6329834676316636E9, 0.0, 2021-09-30 13:31:07.631
